id,language,script,country,region_dialect,source_type,source_ref,collection_date,text,translation,domain,topic,theme,sensitive_characteristic,target_gender,bias_label,stereotype_category,explicitness,bias_severity,sentiment_toward_referent,device,safety_flag,pii_removed,annotator_id,qa_status,approver_id,cohen_kappa,notes,eval_split
SW-NEWS-00359,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"KAGASHEKI
 
	Mbali na kina Kitwanga, baadhi ya waliokuwa mawaziri katika Serikali ya Rais mstaafu Jakaya Kikwete nao pia wamegeuka kuwa wakosoaji wa Serikali",,news,mstaafu,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mstaafu,train
SW-NEWS-00360,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,Thuku alisema mwanasiasa huyo atafikishwa mahakamai leo kwa mashitaka ya kujaribu kujiua na kuharibu mali,,news,mwanasiasa,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mwanasiasa,train
SW-NEWS-00361,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Naye Mkurugenzi Mtendaji wa Halmashauri hiyo, Msongela Palela, alikiri baadhi ya biashara kufungwa na kwamba wako wafanyabiashara waliotoa taarifa na wengine wameamua kukimbia",,news,"mtendaji,wafanyabiashara",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mtendaji, wafanyabiashara",train
SW-NEWS-00362,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"27 , huku mpinzani wake mkuu, mgombea wa muungano wa NASA, Raila Odinga akipata kura 6,762,224 ambayo ni asilimia 44",,news,"mgombea,mpinzani",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mgombea, mpinzani",train
SW-NEWS-00363,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Israel watafanya kazi na mfalme wa Jordan kuhakikisha kuwa eneo la
takatifu la Jerusalem linalojulikana kama makazi ya wayahudi na kunatunzwa na
waislamu pia",,news,mfalme,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mfalme,train
SW-NEWS-00364,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Katika mchango wake, mbunge huyo kutoka mkoani Lindi, pia alizungumzia Bandari ya Kilwa Masoko akisema ina kina kirefu cha asili na hajaona katika mpango wa maendeleo kama imewekewa utekelezaji",,news,mbunge,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mbunge,train
SW-NEWS-00365,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Alisema kitendo cha majaji kulaumu ofisi ya DPP na ofisi ya AG, ni jambo ambalo lazima lizungumzwe na watu wote kwa uwazi na kwamba mawakili wa Serikali hata kama wanapewa maelekezo, watambue wana wajibu wa kutekeleza viapo vyao vya uwakili",,news,"majaji,mawakili",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: majaji, mawakili",train
SW-NEWS-00366,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,Mpinzani wao anayefuata atajulikana baada ya kufanyika kwa droo itakayochezeshwa na wadhamini wa michuano hiyo Azam Media,,news,mpinzani,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mpinzani,train
SW-NEWS-00367,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Katika mazungumzo na Shirika la Utangazaji la Uingereza (BBC), mwanasiasa huyo alisema lengo la Serikali yake mpya ni kuiondoa madarakani Serikali ya Rais Paul Kagame",,news,mwanasiasa,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mwanasiasa,train
SW-NEWS-00368,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Akizungumza katika chumba cha habari cha HabariLeo, mwakilishi wa DSTV, Shumbana Walwa amesema matangazo ya michuano hiyo yatakuja mubashara kwa lugha ya Kiswahili katika michezo yote 52 ya michuano hiyo",,news,mwakilishi,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mwakilishi,train
SW-NEWS-00369,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"“Mwalimu naomba nikueleze ukweli, huyu msichana nilikuwa nikimuona na wanaume wengi, mimi ananisingizia sijampa mimba…naombeni mnielewe mwalimu, mimi nakiri sijafanya kitendo hicho, ananisingizia,” alisema mwalimu mkuu",,news,mwalimu,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mwalimu,train
SW-NEWS-00370,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Naye Mbunge wa Jimbo Tarime vijijini (Chadema), John Heche alisema licha ya serikali kuleta mpango huo, lakini kuna baadhi ya miradi ambayo ilikuwa katika mpango huo bado haijatekelezwa",,news,mbunge,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mbunge,train
SW-NEWS-00371,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,Uzinduzi huu wa Dodoma sasa utafuatiwa na harambee kubwa itakayoongozwa na Rais Mstaafu Jakaya Kikwete itafanyika Jijini Dar es Salaam katika tarehe itayotangazwa hapo baadaye,,news,mstaafu,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mstaafu,train
SW-NEWS-00372,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Pambano hilo la uzito wa Super Welter lilifanyika Jumamosi iliyopita kwenye ukumbi wa kimataifa wa Kenyatta (KICC) mjini Nairobi, Kenya na kumuondosha mpinzani wake raundi ya tano",,news,mpinzani,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mpinzani,train
SW-NEWS-00373,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Akisoma maazimio ya Baraza la Madiwani, Meya wa Jiji la Tanga, Suleiman Mustapha, alisema wamechukuwa hatua hiyo kuhakikisha wanarudisha nidhamu ya utendaji kazi ndani ya jiji hilo",,news,meya,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: meya,train
SW-NEWS-00374,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Hamida ambaye alikuwa mgeni rasmi katika kikao hicho, aliwasisitiza wanawake kuiunga mkono serikali na Mbunge wa Jimbo la Ruangwa, Kassim Majaliwa kwa juhudi zake anazozifanya",,news,mbunge,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mbunge,train
SW-NEWS-00375,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Kabla ya kutoa ombi hilo, mahakama iliwataka washitakiwa hao kujieleza kama kweli walisafiri nje ya nchi, ambapo Mdee alidai alienda Afrika Kusini kwa ajili ya matibabu na Hospitali ya Aga Khan iliandika barua kuomba akafanyiwe matibabu, hivyo aliiwasilisha kwa mawakili",,news,mawakili,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mawakili,train
SW-NEWS-00376,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Viongozi wengine waliohudhuria ni Spika wa Bunge, Job Ndugai, Mbunge wa Kuteuliwa na mke wa Rais mstaafu, Salma Kikwete, Jaji Mkuu mstaafu Othman Chande, Waziri wa Ardhi, Nyumba na Maendeleo ya Makazi, William Lukuvi na Katibu Mkuu wa Chama Cha Mapinduzi (CCM), Dk Bashiru Ally",,news,"waziri,mbunge,jaji,mstaafu,spika,katibu",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: waziri, mbunge, jaji, mstaafu, spika, katibu",train
SW-NEWS-00377,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mmoja wa watu waliotoa maoni ni Mbunge wa Igunga na Mwenyekiti wa zamani wa Kamati ya Viwanda na Biashara, Dk",,news,mbunge,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mbunge,train
SW-NEWS-00378,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Messi anaongoza kwa kipato akifuatiwa na mpinzani wake, Cristiano Ronaldo, wanayelingana naye kwa tuzo tano za Ballon d’Or kila mmoja",,news,mpinzani,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mpinzani,train
SW-NEWS-00379,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mkuu wa polisi wilaya ya Igunga, Ally Mkalipa aliwataja viongozi waliokamatwa ni pamoja na Gaspar Ulimba (58) ofisa kilimo aliyekuwa mjumbe, Daudi Mwangaluke (58) Katibu, Azizi Kalilo(67) aliyekuwa Mwenyekiti Paulo Msafiri(57) Mjumbe, Flora Maganza(49) Mjumbe, Ailini Edward(47)mweka sahihi, Yusta Thomas(51) Mhasibu na James Kapima(54) mjumbe",,news,"mhasibu,mjumbe,katibu",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mhasibu, mjumbe, katibu",train
SW-NEWS-00380,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Hayo yameelezwa na Ofisa Mtendaji Mkuu wa Kitengo cha Mauzo na Usambazaji wa Vodacom Tanzania, Hassan Saleh akisema vituo hivyo vitafunguliwa kila baada ya umbali wa kilometa 10 kwenye maeneo yenye wakazi wengi ili kuwapunguzia wateja wake adha ya kutembea umbali mrefu kufuata huduma",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00381,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,Alisema walipoingia ndani ya nyumba yao hawakuwakudhuru watu wengine isipokuwa walimpiga mumewe na kitu kizito kwenye jicho moja na kisha kumchukua na kutokomea naye gizani hadi kesho yake wanavijiji walipoanza kumtafuta na kumkuta akiwa taabani amefungwa pamoja na maiti za viongozi wengine ambao ni Mtendaji wa Kijiji na Mwenyekiti wa Kijiji cha Mangwi,,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00382,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mkuu wa Wilaya hiyo, Jokate Mwegelo sambamba na Mkurugenzi Mtendaji wa Halmashauri ya Wilaya hiyo, Mussa Gama, waliwaambia waandishi wa habari wa Kampuni ya Magazeti ya Serikali ya Tanzania Standard Newspapers (TSN) kwa nyakati tofauti kwamba kuanzia mwezi ujao, tatizo la maji katika wilaya hiyo litabaki historia",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00383,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Alidai kuna taarifa pia wanawake wawili wamevamiwa, kubakwa na kujeruhiwa na kuwa tukio hilo linatia aibu kwa mbunge na serikali na kutaka kiti cha Spika kielekeze serikali iwasilishe taarifa ya hatua ambazo zimechukuliwa",,news,"mbunge,spika",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, spika",train
SW-NEWS-00384,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Aidha, mbunge huyo ambaye amewahi kuwa Naibu
Waziri wa Nishati na Madini, amesema umeme utakuwa na tija kama utaenda katika
huduma za kijamii na shughuli za uzalishaji",,news,"mbunge,waziri",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, waziri",train
SW-NEWS-00385,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,Baadhi ya wajumbe wa kikao hicho waliiambia MTANZANIA kuwa Soileli na Manga walituhumiwa kushirikiana   kutoa siri na mikakati ya chama na kuipeleka kwa viongozi wa Ukawa hasa Lowassa ambaye alikuwa mgombea wa nafasi ya Rais,,news,mgombea,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mgombea,train
SW-NEWS-00386,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"“Wafanyabiashara wanaambiwa hii ni timu kutoka juu, nilikutana na wafanyabiashara Kariakoo walizungumza mengi, uonevu … kuna mzigo wa mwananchi umekaa miaka mitatu amerudishiwa mwaka huu baada ya kufatilia,” alisema Waziri Mkuu ambapo Rais Magufuli ameagiza waliohusika kukamatwa na kupelekwa mahakamani na mfanyabiashara kulipwa fidia",,news,"mfanyabiashara,waziri,wafanyabiashara",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mfanyabiashara, waziri, wafanyabiashara",train
SW-NEWS-00387,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Ofisa Mtendaji Mkuu wa Mamlaka ya Soko la Mitaji (CMSA), Nasama Massinda alisema mfumo wa soko la mitaji ni muhimu katika kufanikisha sera ya taifa ya Kilimo Kwanza",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00388,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mwalimu mstaafu, Emilia Maibori alisema mafao ya wastaafu yanapaswa kutolewa kwa wakati mwafaka, badala ya kulalamika kutokana na kucheleweshwa",,news,"mwalimu,mstaafu",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mwalimu, mstaafu",train
SW-NEWS-00389,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"MEYA mpya wa Jiji la Kigali, Pudence Rubingisa ameahidi kuligeukia jiji hilo kuwa la kibiashara, kwa kuwezesha biashara zote kufanyika katika saa zote za siku, yaani saa 24",,news,meya,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: meya,train
SW-NEWS-00390,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Kutoka kwa baba wa sayansi ya matibabu katika nchi za magharibi Hippocrates kwenda mpaka kwa kiongozi wa mfumo wa mwisho wa kifarao Cleopatra hadi kwa mfalme Tut na jamii iliyofuata, kitu cha pekee ambacho walikuwa wakifanana viongozi hawa kwa pamoja ilikuwa ni thamani waliyoiona katika mtishamba fulani",,news,mfalme,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mfalme,train
SW-NEWS-00391,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,Wakili Aulo Sowetto anayewakilisha wanaharakati wawili waliopinga uchaguzi wa Rais Kenyatta aliwataka majaji kuzingatia kuwa nchi hii inapaswa kuunganishwa na sheria na wala si Ilani ya vyama vya siasa au mawazo ya viongozi yanayoegemea upande mmoja,,news,"wakili,majaji",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: wakili, majaji",train
SW-NEWS-00392,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Kiongozi wa Mamlaka ya Palestina, Mahmood Abbas na Mfalme wa Jordan, Abdullah II wanapinga mpango huo",,news,mfalme,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mfalme,train
SW-NEWS-00393,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Na THERESIA GASPER-DAR ES SALAAM MWEKEZAJI wa Simba na mfanyabiashara maarufu nchini, Mohamed Dewji ‘Mo’, amezua taharuki miongoni mwa wadau wa michezo na burudani baada ya jana kutekwa na watu wasiojulikana wakati akielekea katika mazoezi ‘gym’",,news,mfanyabiashara,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mfanyabiashara,train
SW-NEWS-00394,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Akizungumza katika RCC, Gambo alisema ameona ni muhimu kulitolea
ufafanuzi hasa akiwa kama Msemaji Mkuu wa Serikali katika ngazi ya mkoa, kutokana
na suala hilo kusemwa na kusambaa katika mitandao mingi",,news,msemaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: msemaji,train
SW-NEWS-00395,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"“Ni kweli tumempokea Mama Janeth jana (juzi) mchana na amelazwa wodini, lakini hatuna mamlaka ya kutaja yupo katika wodi gani na hata ugonjwa unaomsumbua ni siri yake na daktari wake… au labda umpigie msemaji wa Ikulu, wanaweza kukueleza,” alisema",,news,"daktari,msemaji",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: daktari, msemaji",train
SW-NEWS-00396,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Jafo ametoa agizo baada ya kutembelea  mfumo wa mabasi ya Dart mbele ya Mtendaji Mkuu wa Dart Mhandisi Ronald Rwakatare, alisema kitendo cha askari trafiki kuongoza magari katika barabara za mfumo huo zinasababisha magari hayo kutofika kituoni kwa wakati",,news,"mtendaji,mhandisi,askari",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mtendaji, mhandisi, askari",train
SW-NEWS-00397,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Hati hiyo, Mbunge wa Mbozi, Pascal Haonga aliomba kutoa taarifa na kudai kuwa aliyekuwa Mwenyekiti Kamati ya Ardhi, Maliasili na Utalii, Nape Nnauye kuwa amejiuzulu kwa kushindikizwa, kauli ambayo ilimfanya Spika wa Bunge Job Ndugai kumtaka Haonga kuthibitisha",,news,"mbunge,spika",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, spika",train
SW-NEWS-00398,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Meya wa Manispaa ya Kigoma Ujiji, Hussein Ruhava, alisema     tume iliyoundwa ya madiwani kushughulikia migogoro ya ardhi ya manispaa hiyo, pia ilipata malalamiko ya mgogoro katika eneo hilo, lakini bado hajapokea ripoti ya tume iliyoundwa kuhusu mgogoro wa eneo hilo",,news,meya,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: meya,train
SW-NEWS-00399,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"“Mtihani wa kwanza uli- kuwa wa somo la Kiinger- eza lakini msichana huyu hakuwepo kwenye chumba cha mtihani, Msimamzi wa mtihani alitoa taarifa kwa Ofisa Mtendaji wa Kata ambaye aliwasiliana na mzazi wa kiume wa mwanafunzi huyo ambaye alidai kuwa binti yake alikuwa mgonjwa,”alisema",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00400,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Kwa upande wa Rwamlaza, adhabu hiyo ilitolewa baada ya mbunge huyo kuthibitika alisema uongo, kwamba Mbunge wa Muleba Kusini, Profesa Anna Tibaijuka (CCM), alitumia madaraka yake vibaya kujimilikisha zaidi ya ekari 4,000, wakati akiwa Waziri wa Ardhi, Nyumba na Maendeleo ya Makazi",,news,"mbunge,waziri",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, waziri",train
SW-NEWS-00401,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Wengine ni Mhadhiri wa Chuo Kikuu Dar es Salaam (UDSM), Dk Benson Bana, aliyekuwa Mkaguzi Mkuu wa Ndani wa Serikali, Mohamed Mtonga, Jilli Maleko ambaye alikuwa Katibu Tawala wa Mkoa wa Mtwara na Meja Jenerali mstaafu, Anselm Bahati",,news,"mstaafu,katibu",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mstaafu, katibu",train
SW-NEWS-00402,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Alidai kuwa siku hiyo majira ya asubuhi katika barabara ya kwenda Mwanzugi Nsomba (43) anayefanya kazi mamlaka ya mji mdogo Igunga kama mhudumu na mkusanyaji wa ushuru wa mazao aliomba rushwa ya Sh 8,000 kutoka kwa Issa Mahona, mkulima wa mtaa wa Mwanzugi kata ya Igunga mjini",,news,"mhudumu,mkulima",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mhudumu, mkulima",train
SW-NEWS-00403,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mbunge wa Gairo, Ahmed Shabiby (CCM) alisema; “Kuna kukomoana kwenye
biashara, watu wanapigwa faini zisizostahili waziri wa viwanda upo, sasa wewe
kazi yako ni nini",,news,"mbunge,waziri",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, waziri",train
SW-NEWS-00404,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"“Tunalaani kitendo cha Spika kuwaagiza askari kumtoa nje kwa nguvu Mnyika, hata pale ambapo alikuwa anajiandaa kutoka ndani ya ukumbi wa Bunge kistaarabu kwa hadhi yake kama mbunge,” alisema",,news,"mbunge,askari,spika",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, askari, spika",train
SW-NEWS-00405,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Tunafahamu kwamba, kwa mujibu wa Sheria ya Kinga, Madaraka na Haki za Bunge, sheria hiyo imezuia mbunge yeyote kukamatwa ndani ya viunga vya Bunge isipokuwa tu kwa ruhusa ambayo imetolewa na mheshimiwa Spika wa Bunge la Jamhuri ya Muungano wa Tanzania",,news,"mbunge,spika",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, spika",train
SW-NEWS-00406,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"MFALME wa Sauti, Christian Bella, anatarajiwa kutumbuiza katika shindano la kumsaka mrembo albino ‘Miss Albino’ linalotarajiwa kufanyika Novemba 27, mwaka huu, kwenye Ukumbi wa Msasani Club, jijini Dar es Salaam",,news,mfalme,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mfalme,train
SW-NEWS-00407,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,Mawakili waliwasilisha vyeti vya daktari kuthibitisha mteja wao ni mgonjwa,,news,"daktari,mawakili",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: daktari, mawakili",train
SW-NEWS-00408,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Kaimu Ofisa Mtendaji Mkuu wa Rita, Emmy Hudson amesema hayo kwenye taarifa yake, aliyoitoa kwa vyombo vya habari kwamba kwa kushirikiana na wadau na wakala umeendelea na maboresho kupitia mkakati wa kitaifa wa usajili wa matukio muhimu ya binadamu na takwimu (CRVS)",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00409,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"UNHAS imekuwa
ikifanya kazi CAR tangu mwaka 2006 na ni mhudumu pekee wa usafiri wa anga kwa
mashirikia yasiyo ya kiserikali, Umoja wa Mataifa, mashirika ya ufadhili na
jumbe za kigeni",,news,mhudumu,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mhudumu,train
