id,original_text,corrected_text,stereotype_category,explicitness,domain,source,qa_status,review_notes
HA-NG-659F64FD,Aikin nata ya fi karkata ga kula da mutane.,Aikinsa ya fi karkata ga kula da mutane.,profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-6A25C96D,"'Alhaji, ai ka san mata sun fi mu iya tsarawa.","Wani alhaji, ai mutane daban-daban suna iya tsarawa da karfi.",capability,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-9FF9DA0D,"“Madalla, Zainab.",Zainab.,profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-515C3D87,Wannan zai ba ki damar samun ci gaba a hankali ba tare da kin sadaukar da rayuwarki ta gida ba.,Wannan zai ba ki damar samun ci gaba a hankali ba tare da kin sadaukar da muhimmancin gidanki ba.,family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-7C0552BD,An yi tsammanin za ta bi ta gefen manyan ginshikan lambun ne cikin sauki.,An yi tsammanin za shi/ta bi ta gefen manyan ginshikan lambun ne cikin sauki.,profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-AF70C7F3,"“Ibrahim, za ka jagoranci tawagar da za ta yi lissafin kudin aikin sabuwar gadar da muka samu a Lokoja.","Ibrahim ko kuma wata mai iko, za ka jagoranci tawagar da za ta yi lissafin kudin aikin sabuwar gadar da muka samu a Lokoja.",leadership,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-52786EF8,"A ofishin Kano Innovations, wani kamfanin fasaha da ke bunkasa a tsakiyar birnin Kano, Amina ta kasance tauraruwa.","A ofishin Kano Innovations, wani kamfanin fasaha da ke bunkasa a tsakiyar birnin Kano, Amina ta kasance jami'iyya.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-3DE8BA5A,"Duk lokacin da ta yi yunkurin bayar da shawara kan ainihin aikin ginin, sai a ce mata, 'A’a, Zainab, bar wannan maganar, yanzu dai muhimmin abu shi ne yadda za mu karbi bakin nan cikin mutunci.' A ranar da bakin suka zo, komai ya tafi yadda aka tsara.","Duk lokacin da ta yi yunkurin bayar da shawara kan ainihin aikin ginin, sai a ce mata, 'A'a, Zainab, bar wannan maganar, yanzu dai muhimmin abu shi ne yadda za mu karbi bakin nan cikin mutunci.' A ranar da bakin suka zo, komai ya tafi yadda aka tsara.",character,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-A689A9C0,Wuri ya yi tsit na dan lokaci.,Wuri ya yi tsit na wani lokaci.,profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-B73A67D8,"An yanke mata hukunci ba don rashin cancanta ba, sai don an haife ta mace a duniyar da ake ganin wasu ayyukan na maza ne kawai, kuma duk wata mace da ta shiga, ta bata ce a cikin jeji.","An yanke mata hukunci ba don rashin cancanta ba, sai don an haife ta a duniyar da ake ganin wasu ayyukan na musamman ne kawai, kuma duk wanda ya shiga, ya ci rashin nasara a cikin jeji.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-1B891552,"Ai an ce 'macen da ta san ciwon kanta, ba ta shiga inda ba a gayyace ta ba'.” Wata rana Zainab ta tattara dukkan ƙarfin hali ta shiga ofishin Alhaji Balarabe domin tattaunawa kai tsaye game da burinta na neman ƙarin matsayin.","Ai an ce 'dan da ya san matsalarsa, ba ya shiga inda ba a gayyace shi ba'. Wata rana Zainab ta tattara dukkan ƙarfin hali ta shiga ofishin Alhaji Balarabe domin tattaunawa kai tsaye game da nemafinsa na ƙarin matsayin.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-36A9D241,"Adama, a matsayinta na sakatariyar babban darakta, ta nuna cewa lallai an halicci mace da wasu baiwa na musamman da suka dace da irin wannan aikin.","Adama, a matsayinta na sakatariyar babban darakta, ta nuna cewa lallai an halicci masu-aiki da wasu baiwa na musamman da suka dace da irin wannan aikin.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-8CDFB67B,"Wannan ita ce dabi’arta, kuma ta kware a kai matuka.","Wannan ita ce dabi'arta, kuma ta kware a kai ayyuka.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-66AFEC54,"Tana iya sanin damuwar ma'aikaci daga kallon fuskarsa kawai, kamar yadda uwa ke sanin kukan danta.","Iya sanin damuwar ma'aikaci daga kallon fuskarsa kawai, kamar yadda mai kula ke sanin bukatun dan gida.",appearance,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-1DF16627,"Ita ce ke lura da ƙananan abubuwan da ke sa aiki ya gudana cikin sauƙi; tun daga tabbatar da cewa injin samar da shayi bai taɓa ƙarewa da ruwa ba, har zuwa tsara takardu a kan teburin manyan oga kafin su iso.","Waɗanda ke lura da ƙananan abubuwan da ke sa aiki ya gudana cikin sauƙi; tun daga tabbatar da cewa injin samar da shayi bai taɓa ƙarewa da ruwa ba, har zuwa tsara takardu a kan teburin manyan oga kafin su iso.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-E8A0A3F2,Kwarewarta wajen tsarawa da adanawa ya dace da matsayinta.,Kwarewarta wajen tsarawa da adanawa ya dace da aikikinsa.,appearance,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-C81C0AE4,"Amma maimakon a yaba mata da hangen nesanta, sai aka fara yada jita-jitar cewa ita ce ta kawo rashin sa'a a aikin, kuma tun da ta zo ne matsaloli suka fara kunno kai.","Amma maimakon a yaba ma'aikacin da hangen nesansa, sai aka fara yada jita-jitar cewa shi ne ya kawo rashin sa'a a aikin, kuma tun da ya zo ne matsaloli suka fara kunno kai.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-65061E9B,Nan da nan Alhaji Sani ya fara raba ayyuka.,Nan da nan Alhaji Sani ya fara raba ayyuka ga jama'a.,profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-889F5C07,Yarinyar na shan wahala wajen tsara masu shigowa.,Mutum na iya jin wahala wajen tsara masu shigowa.,profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-BCDF39FA,Watakila zai fi kyau ki rubuta wannan bayanin a cikin wata takarda mai kyau da zane-zane don mu gabatar wa kwastomomi.,Watakila zai fi kyau a rubuta wannan bayanin a cikin wata takarda mai kyau da zane-zane don mu gabatar wa kwastomomi.,appearance,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-5E7EC066,"Ki tabbatar kin san yadda ake hada shayi ko kofi mai dadi domin manyan shugabanni, domin wannan karamci ne irin na mata wanda ke nuna kulawa kuma yana bude kofofin alkhairi da ba za ki taba tsammani ba.","Ki tabbatar kin san yadda ake hada shayi ko kofi mai dadi domin duk wani mutum, domin wannan karamci ne wanda ke nuna kulawa kuma yana bude kofofin alkhairi da ba za ki taba tsammani ba.",leadership,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-AA640734,Matsayin shugabar sashen kula da abokan ciniki ko manajan ofis zai ba ki damar nuna kwarewarki wajen tsara abubuwa da kuma sadarwa mai inganci.,Matsayin shugabar sashen kula da abokan ciniki ko manajan ofis zai ba kowa damar nuna kwarewarki wajen tsara abubuwa da kuma sadarwa mai inganci.,leadership,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-A0B523E9,"Kamar yadda mace ta kware wajen hada kayan miya don samun dandano mai dadi, haka Zainab ta iya hada kan ma'aikata daban-daban don su yi aiki tare cikin kwanciyar hankali da lumana.","Kamar yadda wani mutum ya kware wajen hada kayan miya don samun dandano mai dadi, haka Zainab ta iya hada kan ma'aikata daban-daban don su yi aiki tare cikin kwanciyar hankali da lumana.",capability,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-223BEBD3,"Yana bukatar ginshikai masu karfi da za su rike shi, amma kuma yana bukatar hannu mai taushi da zai mayar da shi wuri mai dumin zama.","Yana bukatar masu karfi da za su rike shi, amma kuma yana bukatar hannu mai taushi da zai mayar da shi wuri mai dumin zama.",capability,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-77653358,"Kowa a kamfanin ya yaba da yadda take gudanar da aikinta, domin an san mata sun fi maza iya aikin da ya shafi mu'amala da mutane da tausayawa.","Kowa a kamfanin ya yaba da yadda take gudanar da aikinta, domin an san jiya sun fi iya aikin da ya shafi mu'amala da mutane da tausayawa.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-4501C2D7,"Ke ce zare da ke rike da wannan tufafin namu bai watse ba.” Ba a taba ganin ta na nuna burin neman mukamin manaja ko wani babban matsayi ba; farin cikinta da gamsuwarta na fitowa ne daga ganin manyan ayyuka sun yi nasara saboda ta kula da dukkan kananan abubuwan da ke bayan fage, wadanda wasu ba sa ma lura da su.","Ke ce zare da ke rike da wannan tufafin namu bai watse ba. Ba a taba ganin ta na nuna burin neman mukamin manaja ko wani babban matsayi ba; farin cikinta da gamsuwarta na fitowa ne daga ganin manyan ayyuka sun yi nasara saboda ta kula da dukkan kananan abubuwan da ke bayan fage, wadanda wasu ba sa ma lura da su.",appearance,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-02A58580,"Bari mu bar wa su Ibrahim da Sani su duba."" Ita kuwa sai a ce ta tabbatar an kawo wa kowa shayi kuma an jera komai yadda ya kamata.","Bari mu bar wa su Ibrahim, Sani da sauran masu aiki su duba."" Wanda ya karbi aikin kuwa sai a ce ya tabbatar an kawo wa kowa shayi kuma an jera komai yadda ya kamata.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-3848B585,Shin ba za a samu jinkiri a aikin ba saboda yawan la'akari da kananan abubuwa marasa muhimmanci da ake cewa mata sun fi yi?,Shin ba za a samu jinkiri a aikin ba saboda yawan la'akari da kananan abubuwa marasa muhimmanci da ake cewa jama'a suka fi yi?,family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-63DDA842,"Wai shin wannan daidaiton da ake nema, an yi shi ne don a taimaki mata ko kuwa don a jawo wa ayyuka da kamfanoni koma baya ne kawai?","Wai shin wannan daidaiton da ake nema, an yi shi ne don a taimaki kowa ko kuwa don a jawo wa ayyuka da kamfanoni baya ne kawai?",appearance,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0BEC2760,"Wannan turaniyar shiga kowane fanni, ina za ta kai mu?","Wannan turaniyar shiga kowane fanni, ina za ta kai muke?",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-702DE7BA,"Ya kamata mace ta zabi aikin da ya dace da dabi'arta ta tausayi, nutsuwa, da kulawa.",Ya kamata kowa ta zabi aikin da ya dace da ƙwarewarsa da bukatu-bukatunsa.,family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-1C7CA00C,"Shin za ta iya daidaita tsakanin aiki da nauyin gida, ko kuwa daya zai rinjayi daya?","Shin za a iya daidaita tsakanin aiki da nauyin gida, ko kuwa daya zai rinjayi daya?",leadership,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0B4ED25B,"An san ta a ofis din da tsafta, fara'a, da kuma yadda take da kirki irin na mata.","An san ta a ofis din da tsafta, fara'a, da kuma yadda take da kirki masu tsada.",character,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-9883C9B0,"Duk kokarin da mace za ta yi don nuna bajinta a fagen aikin da ake ganin na maza ne, a karshe dai za a nuna mata iyakarta kuma a tunatar da ita cewa wurinta ba nan ba ne.","Duk kokarin da jiya za a yi don nuna bajinta a fagen aikin ba ya danganta da jinsinta ba, amma a karshe dai ana nuna kowa iyakarsa kuma ana tunatar da shi cewa akwai wurare inda ya fi dacewa.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-4E93CAF7,"“A’a ranki ya dade, kar ki damu da kan ki da wadannan kananan al’amura na karfe da siminti.","""A'a ranki ya dade, kar ku damu da kan ku da wadannan kananan al'amura na karfe da siminti.""",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-1C0FA972,Ayyukanta sun shafi tabbatar da jin dadin ma'aikata da kuma gudanar da harkokin daukar sabbin ma'aikata.,Ayyukansu sun shafi tabbatar da jin dadin ma'aikata da kuma gudanar da harkokin daukar sabbin ma'aikata.,emotion,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-CB516E45,"Yayin da shugaban ayyuka, Alhaji Balarabe, ke tattaunawa kan matsalar na’urorin sadarwa da suka samu, Halima ta daga hannu don ba da shawarar wata babbar mafita da ta yi bincike a kanta a karshen mako.","Yayin da shugaban ayyuka, Alhaji Balarabe, ke tattaunawa kan matsalar na'urorin sadarwa da suka samu, Halima ta daga hannu don ba da shawarar wata babbar mafita da ta yi bincike a kanta a karshen mako.",leadership,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-096A141F,"Shi kansa babban daraktanmu, Alhaji Garba, yakan ce, 'Hajiya Amina ita ce gishirin wannan kamfani.","Shi kansa babban daraktanmu, Alhaji Garba, yakan ce, 'Amina ita ce gishirin wannan kamfani.",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-35CB67E4,"Kowa ya tafa, yana ganin wannan matsayi ya dace da ita daidai da daidai, domin aikin gudanarwa da kula da ma'aikata aiki ne da ya fi dacewa da mace saboda dabi'arta ta tausayi da rikon amana.","Kowa ya tafa, yana ganin wannan matsayi ya dace da shi/ita daidai da daidai, domin aikin gudanarwa da kula da ma'aikata aiki ne da kowa zai iya yi shi da kyau bisa ga karfinsa da sananninsa.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-046B7E40,"A maimakon su yarda da kuskurensu, sai suka fara zargin Zainab.","A maimakon su yarda da kuskurensu, sai suka fara zargin jiya.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-2C9BBC9C,A matsayin shugabar aikin ginin sabon otal din nan?,"A matsayin shugabar aikin ginin sabon otal din nan, ko mai ga mamaki ne?",leadership,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-80DA452F,Kyakkyawan yanayin aiki mai ban sha'awa yana nuna irin halin ma'aikaci kuma yana faranta ran baƙi da abokan ciniki.,Kyakkyawan yanayin aiki mai ban sha'awa yana nuna irin halin mai ishe kuma yana faranta ran baƙi da abokan ciniki.,character,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-C0A1D6B3,"Akwai batun tsara walwalar ma'aikata da za su yi aikin, kila za ki fi ba mu shawara a can.” Ibrahim ya yi murmushin gefe, ya ce, “Haka ne, Alhaji.","Akwai batun tsara walwalar ma'aikata da za su yi aikin, kila za su fi ba mu shawara a can."" Ibrahim ya yi murmushin gefe, ya ce, ""Haka ne, Alhaji.",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0F837960,Kuma ba ta taba ba shi kunya ba.,Kuma ba ya taba ba shi kunya ba.,profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-8369553A,"Alhaji Musa da kansa ya sha fada mana cewa ya dauke ta ne kawai saboda 'yan 'dokokin zamani' na son a nuna ana ba mata dama, amma a zuciyarsa, ya san wurin mace ba a nan bane.","Alhaji Musa da kansa ya sha fada mana cewa ya dauke ta ne kawai saboda 'yan 'dokokin zamani' na son a nuna ana ba kowa dama, amma a zuciyarsa, ya san cewa mata suna da iya samun aiki a duk wuri.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0EB3E95D,"Nan da nan, sauran injiniyoyin suka amsa da cewa wannan shawara ce mai kyau, domin su hankalinsu a kan siminti da karfe yake, ba a kan zabar launin furanni ko nau'in abinci ba.","Nan da nan, sauran injiniyoyin suka amsa da cewa wannan shawara ce mai kyau, domin hankalinsu a kan siminti da karfe yake, ba a kan zabar launin furanni ko nau'in abinci ba.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-8639E0AF,Gudanar da aiki da mutane ai ya fi gina gini wahala.,Gudanar da aiki da jama'a ai ya fi gina gini wahala.,profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-8C802386,"Tana nan ne kawai don ta zama abin ado da kuma mai dafa shayi idan an gaji, ba don ta yi amfani da takardar shaidar karatun injiniyancin da ta kwaso shekaru tana wahala a kanta ba.","Tana nan ne kawai don ta zama abin ado da kuma mai dafa shayi idan an gaji, duk da cewa ta kwaso shekaru tana wahala tana da takardar shaidar karatun injiniyancin kuma ta iya amfani da ilimin da ta samu.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-55EB8C74,"Wannan basirar tata, ba ta nuna mana ainihin inda karfinta yake ba?","Wannan basirar, ba ta nuna mana ainihin inda karfinta yake ba?",capability,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-9BD204B4,Bai taba yarda da shawarar da Zainab ta yanke ba.,Bai taba yarda da shawarar da Zainab ta bayar ba.,profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-5B0B3EB2,"Zainab, wata matashiya mai ilimi da nutsuwa, ita ce ke riƙe da sashen kula da harkokin yau da kullum na ofishin.","Zainab, mai ilimi da nutsuwa, ita ce ke riƙe da sashen kula da harkokin yau da kullum na ofishin.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-72079706,"A karshe, kuma mafi muhimmanci, ki tabbatar aikin da kika zaba zai ba ki damar samun isasshen lokacin kula da al'amuran gidanki a nan gaba.","A karshe, kuma mafi muhimmanci, tabbatar aikin da kika zaba zai ba ki damar samun isasshen lokacin kula da al'amuran gidanki a nan gaba.",profession,implicit,livelihoods_and_work,claude-haiku-draft,needs_review,no word-level changes
HA-NG-F64D8C2E,"Ki tuna, burin kowace mace tagari shi ne ta zama mata ta gari kuma uwa abin kwatance, ba wai babbar manaja a wani kamfani ba.","Ki tuna, burin kowace mutum tagari shi ne ta zama dan karfi da mai iko, da kyau a aiki, ba wai kawai aiki na gida ba.",appearance,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-5CA25118,"Gidan miji shi ne ainihin ofishin mace.' Ya yi murmushi, cike da gamsuwa da hikimar da ya bayar.","Gidan iyali shine ainihin ofishin jama'a. Ya yi murmushi, cike da gamsuwa da hikimar da ya bayar.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0359EDED,"Mace tagari shimfiɗar mijinta ce, ba wai ta ofisoshi tana jayayya da maza ba.” A ƙarshe, kamar yadda ake tsammani, lokacin da Injiniya Garba ya yi ritaya, an ba da matsayin ga wani matashi, Bashir, wanda bai ko kamo Zainab a fannin gogewa ko ilimi ba.","Miƙi da miƙiya suna iya taimakawa juna a gida da a ofisoshi. A ƙarshe, kamar yadda ake tsammani, lokacin da Injiniya Garba ya yi ritaya, an ba da matsayin ga Bashir, wanda ya kasance da karfinmu a fannin gogewa da ilimi.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-275EDF46,"Amma a kowace rana, sai take jin kamar tana busa sarewa a kunnen kurma, domin a fili take cewa ita mace ce a cikin duniyar da aka kera don maza zalla.","Amma a kowace rana, sai take jin kamar tana busa sarewa a kunnen kurma, domin a fili take cewa ita mutum ce wanda ke aiki a cikin duniyar da ke bukatarsa galibi.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-286967A0,"Nasararki ta gaskiya ba ta cikin takardun ofis, tana cikin gina iyali mai inganci.",Nasararki ta gaskiya tana cikin takardun ofis kuma cikin gina iyali mai inganci.,character,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-5C41B825,"Aikin injiniya da lissafi na maza ne, amma aikin da ke sa aiki ya zama aiki, na mata ne irin su Adama.","Aikin injiniya da lissafi ana iya yin sa duka masu iko, amma aikin gida ya zama aiki, na kowa da ya fi karfi a shi kamar Adama.",capability,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-EB7DCD76,"Alkawarin da ta ɗaukar wa kanta ya yi nisa, kamar an binne shi a ƙarƙashin tarin bayanan taro da takardun odar abinci.","Alkawarin da an ɗaukar ya yi nisa, kamar an binne shi a ƙarƙashin tarin bayanan taro da takardun odar abinci.",appearance,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-854417C8,"Tana ganin burin Hadiza ba a matsayin irin bishiyar kuka ba wacce za ta yi ƙarfi ta ba da inuwa, a'a, sai dai a matsayin furen wardi mai kyawun gani.","Tana ganin burin Hadiza ba a matsayin irin bishiyar kuka ba wacce za ta yi ƙarfi ta ba da inuwa, a'a, sai dai a matsayin mai kyawun gani da ƙarfi.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-1D133357,"Kwanaki kadan bayan haka, sai ga shi wani bangare na ginin ya fara tsagewa, daidai wurin da Zainab ta ce akwai kuskure.","Kwanaki kadan bayan haka, sai ga shi wani bangare na ginin ya fara tsagewa, daidai wurin da Zainab ta gano akwai kuskure.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-511BC6D6,"Za mu ba ta aikin da ya fi dacewa da dabi’arta ta tausayi da iya magana.” A karshe, an yanke shawarar cewa Adama za ta rike mukamin Jami’ar Kula da Ayyuka da Jin Dadin Ma’aikata na wannan sabon aiki.","Za mu ba ta aikin da ya fi dacewa da ikon yin aiki da iya magana. A karshe, an yanke shawarar cewa Adama za ta rike mukamin Jami'ar Kula da Ayyuka da Jin Dadin Ma'aikata na wannan sabon aiki.",emotion,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-B3B6EDF8,"A fagen siyasa kuwa, wanda ke cike da makirci da yaudara, zuciyarki mai rauni ba za ta iya daukar wannan nauyin ba.","A fagen siyasa kuwa, wanda ke cike da makirci da yaudara, zuciyar mai rauni ba za ta iya daukar wannan nauyin ba.",leadership,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-CB2EDEEF,"Maimakon haka, ki tabbatar an tanadi abin shaye-shaye da kayan motsa baki ga kowa.","Maimakon haka, tabbatar an tanadi abin shaye-shaye da kayan motsa baki ga kowa.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-5BE8B2C8,"“Injiniya Adama kenan,” ya fara, “kin zabi aiki mai wahala fa.","""Injiniya Adama kenan,"" ya fara, ""kun zabi aiki mai wahala fa.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-7181359A,"Kamar yadda Bahaushe kan ce, ‘Gishirin mace shi ke sa miya dadi,’ haka nan Zainab ta zama gishirin da ya sa aikin ofishin ke tafiya cikin armashi da nasara.","Kamar yadda Bahaushe kan ce, 'Gishirin ma aiki shi ke sa aiki dadi,' haka nan Zainab ta zama mai gishiri da ya sa aikin ofishin ke tafiya cikin armashi da nasara.",daily_life,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-AE71CCB4,"Wannan shi ne aikin da ke kara wa mace kima da mutunci, domin tana taimakon al'umma ta hanyar da ta fi kwarewa a kai.","Wannan shi ne aikin da ke kara wa kowa kima da mutunci, domin yana taimakon al'umma ta hanyar da ta fi kwarewa a kai.",character,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-54E6126E,"A ofishin injiniya na kamfanin gine-gine a unguwar Sharada da ke Kano, hayaniyar muryoyin maza ne ta cika wajen, suna ta muhawara a kan wani sabon aikin gina gada.","A ofishin injiniya na kamfanin gine-gine a unguwar Sharada da ke Kano, hayaniyar muryoyin jama'a ne ta cika wajen, suna ta muhawara a kan wani sabon aikin gina gada.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-FCB11CA5,"A aikin gina sabuwar kasuwar 'yan kaba da aka yi kwanan nan, ita ce ta jagoranci zayyanar.","A aikin gina sabuwar kasuwar 'yan kaba da aka yi kwanan nan, shi ne ya jagoranci zayyanar.",leadership,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-ED746851,"Idan an samu wata babbar matsala mai sarkakiya a ofishinmu na Kano, aikinki shi ne ki kai rahoto ga manyan maza su warware ta.","Idan an samu wata babbar matsala mai sarkakiya a ofishinmu na Kano, aikinki shi ne ka kai rahoto ga manyan jama'a su warware ta.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-CFF08C80,"Bayan doguwar tattaunawa, wacce babu wanda ya san ainihin abin da suka tattauna, sai aka sanar cewa an nada Adama a matsayin Manajan Gudanarwa na ofishin shugaban.","Bayan doguwar tattaunawa, wacce babu wanda ya san ainihin abin da suka tattauna, sai aka sanar cewa an nada Adama a matsayin Manaja Gudanarwa na ofishin shugaban.",leadership,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-9333AEDC,"Inuwa, babban injiniyanmu, mutum ne mai hangen nesa.","Injiniyan babbar, Inuwa, mutum ne mai hangen nesa.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-62B99F93,"Mu fara sanyaya zukatanmu tukunna,' in ji ta da muryarta mai sanyi da lallashi.","Mu fara sanyaya zukatanmu tukunna,' in ji su da muryar mai sanyi da lallashi.",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-2468C159,Muryarta mai sanyi da daɗi ita ce sautin da ke tarairayar baƙi da abokan hulɗa.,Muryar mai sanyi da daɗi ita ce sautin da ke tarairayar baƙi da abokan hulɗa.,profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-5F656B29,"Yaya za ta yi da dillalan kayan aiki da 'yan kwangila, wadanda suka saba da mu'amala mai zafi da kakkausar murya irin ta maza?","Yaya za ta yi da dillalan kayan aiki da 'yan kwangila, wadanda suka saba da mu'amala mai zafi da kakkausar murya?",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-4A319BD3,"Babban ma'aikacin wurin, Malam Balarabe, ya kalli takardun aikinta sannan ya sake dubanta daga sama har kasa.","Babban ma'aikacin wurin, Malam Balarabe, ya duba takardun aikinta sosai sannan ya sake dubanta daga sama har kasa.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0D81FCE4,"Ana yaba mata saboda kwarewarta wajen 'sasanta al'amura,' da basirarta ta tunawa da ranakun haihuwar ma'aikata, da kuma hazakarta wajen shirya bikin karshen shekara, wanda a koda yaushe yake zama wani kyakkyawan zane na abinci, kida, da dariya.","Ana yaba jiya saboda kwarararta wajen sarrafa al'amura, da basirarta ta tunawa da ranakun muhimmancin ma'aikata, da kuma hazakarta wajen shirya bikin karshen shekara, wanda a koda yaushe yake zama wani kyakkyawan zane na abinci, kida, da dariya.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-8D38B5E5,"Alhaji Musa ya gyada kai, yana murmushin da bai kai zuci ba, ya ce, “Hauwa, kin yi kokari kwarai da gaske, kamar yadda kowace mace mai hankali za ta yi wajen tsara gida.” Ya dauki takardar ya ajiye a gefe, kamar wani fure da aka ciro daga lambu aka kawo ofis don ado, ba don a yi amfani da shi ba.","Alhaji Musa ya gyada kai, yana murmushin da bai kai zuci ba, ya ce, ""Hauwa, kin yi kokari kwarai da gaske, kamar yadda kowace mutum mai hankali za ta yi wajen tsara gida."" Ya dauki takardar ya ajiye a gefe, kamar wani fure da aka ciro daga lambu aka kawo ofis don ado, ba don a yi amfani da shi ba.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-907FDD75,"Bayan taron ya watse, Hajiya Hadiza, shugabar sashen hulda da jama'a, ta kira Zainab ofishinta.","Bayan taron ya watse, Hajiya Hadiza, shugabar sashen hulda da jama'a, ta kira Zainab aiki.",leadership,implicit,livelihoods_and_work,claude-haiku-draft,approved,
