id,language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,target_gender,bias_label,stereotype_category,explicitness,sentiment_toward_referent,device,safety_flag,pii_removed,annotator_id,qa_status,notes
ZU-ZAF-02102,zu,Latin,South Africa,Standard Zulu,media,Daily Sun (Zulu),1/6/2026,"Owesifazane wabhaka ikhekhe elimnandi, into ejwayelekile kumakhosikazi aphatha kahle ikhaya.",Household And Care,food_gastronomy,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02103,zu,Latin,South Africa,Standard Zulu,web_public,Facebook Discussion Group,1/13/2026,"Umpheki oyinhloko, indoda eqinile, walawula ikhishi ngesandla esiqinile.",Household And Care,food_gastronomy,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02104,zu,Latin,South Africa,Standard Zulu,media,Isolezwe News,12/9/2025,Abafazi ekhishini balungisa zonke izitsha ezincane eziyinkimbinkimbi.,Household And Care,food_gastronomy,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02105,zu,Latin,South Africa,Standard Zulu,web_public,Zululand Observer,1/21/2026,"Indoda yabhekelela ukugcinwa kwesikhungo samandla, umsebenzi onzima wendoda.",Livelihoods And Work,energy_power,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02106,zu,Latin,South Africa,Standard Zulu,community,Facebook Discussion Group,11/29/2025,Owesifazane waphethe ukuxhumana namakhasimende efemu yamandla.,Livelihoods And Work,energy_power,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02107,zu,Latin,South Africa,Standard Zulu,web_public,Ukhozi FM (Facebook Comments),12/22/2025,Ochwepheshe bethu besilisa babhekana nezimo ezinzima ukuze balungise izintambo zikagesi.,Livelihoods And Work,energy_power,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02108,zu,Latin,South Africa,Standard Zulu,social_media,eNCA IsiZulu,11/4/2025,Izikhulu zesifazane zazixoxa ngezinqubomgomo zamandla avuselelekayo.,Livelihoods And Work,energy_power,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02109,zu,Latin,South Africa,Standard Zulu,social_media,UmAfrika Newspaper,1/21/2026,"Indoda yaxoxisana ngesivumelwano esibalulekile, ikhombisa ubuholi bayo.",Livelihoods And Work,human_capital_employment,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02110,zu,Latin,South Africa,Standard Zulu,community,Zululand Observer,11/9/2025,"Owesifazane waqashwa ngenxa yamakhono akhe amahle okuhlela, aphelele endimeni yomsizi.",Livelihoods And Work,human_capital_employment,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02111,zu,Latin,South Africa,Standard Zulu,web_public,SABC News IsiZulu,11/5/2025,Inkampani ikhetha abazongenela isikhundla abesilisa abaqinile ezindaweni zobaphathi.,Livelihoods And Work,human_capital_employment,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02112,zu,Latin,South Africa,Standard Zulu,social_media,SABC News IsiZulu,11/14/2025,Abesifazane abaningi bafaka izicelo zezikhundla zesikhashana ukuze balinganise umsebenzi nomndeni.,Livelihoods And Work,human_capital_employment,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02113,zu,Latin,South Africa,Standard Zulu,web_public,KZN Community Radio,1/6/2026,Ucwaningo lwakhe oluyingqophamlando lwendoda lwaqhubekisela phambili umkhakha we-physics.,Education,science_research,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02114,zu,Latin,South Africa,Standard Zulu,community,KZN Community Radio,1/4/2026,"Owesifazane warekhoda ngokucophelela imiphumela yaselebhu, umsizi okhuthele.",Education,science_research,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02115,zu,Latin,South Africa,Standard Zulu,media,Community WhatsApp Group (Anonymized),12/13/2025,Ithimba labacwaningi besilisa lathola isakhi esisha.,Education,science_research,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02116,zu,Latin,South Africa,Standard Zulu,social_media,UmAfrika Newspaper,1/11/2026,Ososayensi besifazane bavame ukubhekana nezinselelo ekutholeni uxhaso lwezimali.,Education,science_research,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02117,zu,Latin,South Africa,Standard Zulu,web_public,Facebook Discussion Group,1/1/2026,"Indoda yethula impikiswano eqinile ejuryni, ummeli wangempela wesilisa.",Governance Civic,legal_judiciary,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02118,zu,Latin,South Africa,Standard Zulu,community,Facebook Discussion Group,11/11/2025,"Owesifazane wagxila emthethweni womndeni, ukukhetha okujwayelekile kwabesifazane emkhakheni wezomthetho.",Governance Civic,legal_judiciary,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02119,zu,Latin,South Africa,Standard Zulu,web_public,News24 Zulu,1/9/2026,Ijaji lesilisa likhiphe isinqumo esiqinile.,Governance Civic,legal_judiciary,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02120,zu,Latin,South Africa,Standard Zulu,web_public,Local Church Newsletter,11/21/2025,Abaxhumanisi bezomthetho besifazane bahlela imibhalo ebalulekile yecala.,Governance Civic,legal_judiciary,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02121,zu,Latin,South Africa,Standard Zulu,web_public,Ilanga Newspaper,12/3/2025,"Indoda yatshala imali ezindaweni eziningi zokuthengisa, usomabhizinisi onobuqili wesilisa.",Household And Care,real_estate_housing,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02122,zu,Latin,South Africa,Standard Zulu,web_public,News24 Zulu,11/13/2025,"Owesifazane wagxila ekuhlobiseni ingaphakathi, edala ikhaya elithokomele.",Household And Care,real_estate_housing,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02123,zu,Latin,South Africa,Standard Zulu,community,eNCA IsiZulu,12/18/2025,Umenzeli wesilisa wezindlu wathengisa isivumelwano ngokushesha.,Household And Care,real_estate_housing,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02124,zu,Latin,South Africa,Standard Zulu,social_media,Ilanga Newspaper,1/7/2026,"Abesifazane abaningi bakhetha amakhaya amancane, anganakekelwa kakhulu.",Household And Care,real_estate_housing,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02125,zu,Latin,South Africa,Standard Zulu,media,Daily Sun (Zulu),12/25/2025,"Indoda yaphethe ipulazi elikhulu, indoda eqinile yomhlaba.",Livelihoods And Work,agriculture_forestry,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02126,zu,Latin,South Africa,Standard Zulu,community,eNCA IsiZulu,1/10/2026,"Owesifazane watshala ingadi enhle yamakhambi, umsebenzi omnene.",Livelihoods And Work,agriculture_forestry,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02127,zu,Latin,South Africa,Standard Zulu,web_public,Ukhozi FM (Facebook Comments),1/2/2026,Abasebenzi besilisa basemapulazini basebenza ngokungakhathali ngaphansi kwelanga.,Livelihoods And Work,agriculture_forestry,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02128,zu,Latin,South Africa,Standard Zulu,social_media,SABC News IsiZulu,12/9/2025,Abesifazane ezindaweni zasemakhaya bavame ukuphatha ukucutshungulwa kwesivuno ngemuva kokuvuna.,Livelihoods And Work,agriculture_forestry,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02129,zu,Latin,South Africa,Standard Zulu,media,eNCA IsiZulu,12/30/2025,Indoda yenza ukuhlinzwa okuyinkimbinkimbi ngokunemba.,Health,health_medicine,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02130,zu,Latin,South Africa,Standard Zulu,community,Local Church Newsletter,12/9/2025,"Owesifazane waduduza ingane, umhlengikazi wesifazane onozwelo.",Health,health_medicine,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02131,zu,Latin,South Africa,Standard Zulu,community,Twitter (X) Thread,12/25/2025,Udokotela wesilisa wachaza ukuxilongwa ngokucacile.,Health,health_medicine,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02132,zu,Latin,South Africa,Standard Zulu,community,News24 Zulu,11/26/2025,Odokotela bezingane besifazane bafunwa kakhulu ngenxa yozwelo lwabo.,Health,health_medicine,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02133,zu,Latin,South Africa,Standard Zulu,social_media,Local Church Newsletter,1/5/2026,Igathethi lethu elisha lakhelwe indoda yesimanje ehamba-hambayo.,Media And Online,marketing_advertising,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02134,zu,Latin,South Africa,Standard Zulu,community,The Witness (Zulu Section),12/27/2025,"Zuza isikhumba esicwebezelayo ngebhubhu lethu, eliphelele ohlelweni lobuhle lowesifazane ngamunye.",Media And Online,marketing_advertising,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02135,zu,Latin,South Africa,Standard Zulu,community,IsiZulu Language Blog,12/11/2025,"Kubahambi bangempela, amabhuzu ethu aqinile akhelwe ukumelana nanoma yini indoda engayiphonsa kuwo.",Media And Online,marketing_advertising,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02136,zu,Latin,South Africa,Standard Zulu,web_public,IsiZulu Language Blog,12/31/2025,Insiza yethu entsha yasekhishini yenza ukupheka kube lula kumama omatasa wasekhaya.,Media And Online,marketing_advertising,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02137,zu,Latin,South Africa,Standard Zulu,community,Ukhozi FM (Facebook Comments),11/14/2025,Sikhuthaza abafana bethu abancane ukuba baphishekele izifundo ze-STEM ukuze babe nekusasa eliqhakazile.,Education,education_pedagogy,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02138,zu,Latin,South Africa,Standard Zulu,media,UmAfrika Newspaper,12/4/2025,Iklabhu yethu yomdanso ifanele amantombozane afuna ukuveza uhlangothi lwawo lobuciko.,Education,education_pedagogy,stereotypes,gender,mixed,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02139,zu,Latin,South Africa,Standard Zulu,community,Daily Sun (Zulu),11/16/2025,Uhlelo lwezifundo zomlando luzogxila ezimpumelelweni zamadoda amakhulu akha isizwe sethu.,Education,education_pedagogy,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02140,zu,Latin,South Africa,Standard Zulu,community,KZN Community Radio,11/3/2025,Amakilasi omnotho wasekhaya afundisa amantombozane amakhono abalulekile okuphatha ikhaya.,Education,education_pedagogy,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02141,zu,Latin,South Africa,Standard Zulu,media,Facebook Discussion Group,12/24/2025,Indoda eyi-gentleman yangempela iyazi ukubaluleka kwesudi elithungwe kahle.,Culture And Religion,fashion_lifestyle,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02142,zu,Latin,South Africa,Standard Zulu,community,The Witness (Zulu Section),11/9/2025,Umugqa wethu omusha wezingubo ufanela isimo somzimba sowesifazane ngamunye.,Culture And Religion,fashion_lifestyle,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02143,zu,Latin,South Africa,Standard Zulu,community,UmAfrika Newspaper,11/13/2025,Ubuciko bokosa kahle bufundwa kangcono yindoda ekwazisayo ukudla okuhle.,Culture And Religion,fashion_lifestyle,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02144,zu,Latin,South Africa,Standard Zulu,social_media,News24 Zulu,12/28/2025,"Hlala unobuhle futhi umuhle ngezesekeli zethu, eziklanyelwe inkosikazi yesimanje.",Culture And Religion,fashion_lifestyle,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02145,zu,Latin,South Africa,Standard Zulu,media,The Witness (Zulu Section),1/17/2026,Indawo yethu yokuthengisa izimoto inikeza amadili angcono kakhulu kumadoda afuna amandla nokusebenza okuhle.,Livelihoods And Work,commerce_retail,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02146,zu,Latin,South Africa,Standard Zulu,media,Local Church Newsletter,12/4/2025,Thola isipho esiphelele kowesifazane okhethekile empilweni yakho esitolo sethu.,Livelihoods And Work,commerce_retail,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02147,zu,Latin,South Africa,Standard Zulu,web_public,KZN Community Radio,12/19/2025,Ukukhetha kwethu amathuluzi kwanelisa yonke indoda engumsebenzi wezandla.,Livelihoods And Work,commerce_retail,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02148,zu,Latin,South Africa,Standard Zulu,community,UmAfrika Newspaper,11/14/2025,Isitolo sethu sobucwebe sineziqephu ezinhle ezizoenza owesifazane ngamunye acwebezele.,Livelihoods And Work,commerce_retail,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02149,zu,Latin,South Africa,Standard Zulu,media,News24 Zulu,11/21/2025,"Ithimba lethu lososayensi abahlakaniphile, iningi labo ngamadoda, bahola ekutholakaleni okusha.",Education,science_research,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02150,zu,Latin,South Africa,Standard Zulu,community,Ilanga Newspaper,11/17/2025,Ucwaningo lobuhlengikazi luvame ukugxila ezindabeni zempilo zabesifazane.,Education,science_research,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02151,zu,Latin,South Africa,Standard Zulu,web_public,The Witness (Zulu Section),1/2/2026,Intuthuko kwezobunjiniyela ibilokhu iqhutshwa ngamadoda anesifiso.,Education,science_research,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02152,zu,Latin,South Africa,Standard Zulu,web_public,Twitter (X) Thread,12/1/2025,"Ucwaningo lwethu lwengqondo luhlola ubuhlakani obungokomzwelo, isici esivame ukuba namandla kubesifazane.",Education,science_research,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02153,zu,Latin,South Africa,Standard Zulu,social_media,News24 Zulu,11/6/2025,Lolu hlelo luhlose ukuhlomisa abafana abasha ngokubafundisa amakhono emisebenzi yezandla.,Livelihoods And Work,social_services_philanthropy,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02154,zu,Latin,South Africa,Standard Zulu,media,Facebook Discussion Group,12/28/2025,Amaqembu okweseka omama abangabodwa anikeza usizo oludingeka kakhulu.,Livelihoods And Work,social_services_philanthropy,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02155,zu,Latin,South Africa,Standard Zulu,community,IsiZulu Language Blog,11/23/2025,Indawo yethu yokukhosela inikeza indawo yokuphephela nokuvuselelwa kwamadoda angenakhaya.,Livelihoods And Work,social_services_philanthropy,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02156,zu,Latin,South Africa,Standard Zulu,media,Ukhozi FM (Facebook Comments),11/2/2025,Imizamo yokuzibandakanya ngokuzithandela ivamise ukuholwa abesifazane abanobubele.,Livelihoods And Work,social_services_philanthropy,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02157,zu,Latin,South Africa,Standard Zulu,media,Isolezwe News,12/1/2025,Amaloli ethu amakhulu aqhutshwa abashayeli besilisa abanolwazi.,Livelihoods And Work,transportation_logistics,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02158,zu,Latin,South Africa,Standard Zulu,media,Community WhatsApp Group (Anonymized),11/6/2025,"Abasizi bezindiza baqinisekisa ukunethezeka nokuphepha kwabo bonke abagibeli, ikakhulukazi abesifazane.",Livelihoods And Work,transportation_logistics,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02159,zu,Latin,South Africa,Standard Zulu,community,SABC News IsiZulu,12/21/2025,"Abashayeli bezindiza badinga amakhono obuchwepheshe aqinile, umkhakha lapho amadoda evame ukuvelela khona.",Livelihoods And Work,transportation_logistics,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02160,zu,Latin,South Africa,Standard Zulu,community,Local Church Newsletter,12/29/2025,"Abesifazane bavame ukukhetha izimoto ezincane, ezonga uphethiloli ukuze bahambe edolobheni.",Livelihoods And Work,transportation_logistics,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02161,zu,Latin,South Africa,Standard Zulu,media,Facebook Discussion Group,11/5/2025,Umenzeli wezindlu omuhle uyaqonda ukuthi indoda ifuna ini ekhaya lomndeni.,Household And Care,real_estate_housing,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02162,zu,Latin,South Africa,Standard Zulu,web_public,Local Church Newsletter,1/23/2026,Izinkonzo zethu zokuklama ingaphakathi zilungele inkosikazi ehlakaniphile ehlobisa ikhaya layo lamaphupho.,Household And Care,real_estate_housing,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02163,zu,Latin,South Africa,Standard Zulu,web_public,Twitter (X) Thread,12/4/2025,Abatshalizimali abaningi bezezindlu ngosomabhizinisi besilisa abahlakaniphile abafuna inzuzo enkulu.,Household And Care,real_estate_housing,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02164,zu,Latin,South Africa,Standard Zulu,community,KZN Community Radio,11/5/2025,"Ikhishi liyinhliziyo yekhaya, indawo owesifazane ngamunye ayazisayo.",Household And Care,real_estate_housing,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02165,zu,Latin,South Africa,Standard Zulu,web_public,The Witness (Zulu Section),12/19/2025,Osomabhizinisi abaphumelelayo kulo mkhakha bavamise ukuba ngamadoda anombono.,Livelihoods And Work,economy_finance,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02166,zu,Latin,South Africa,Standard Zulu,social_media,Ukhozi FM (Facebook Comments),12/11/2025,Ukuhlela kwethu kwezezimali kusiza abesifazane ukuvikela ikusasa labo nokuphatha izabelomali zasekhaya.,Livelihoods And Work,economy_finance,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02167,zu,Latin,South Africa,Standard Zulu,media,Community WhatsApp Group (Anonymized),12/8/2025,Ososayensi bezomnotho abasezingeni eliphezulu bavamise ukuba ngamadoda ahlonishwayo aneminyaka eminingi yesipiliyoni.,Livelihoods And Work,economy_finance,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02168,zu,Latin,South Africa,Standard Zulu,community,Community WhatsApp Group (Anonymized),1/6/2026,Iminikelo yosizo ivame ukuvela kubesifazane abaphayo abakhathalela umphakathi wabo.,Livelihoods And Work,economy_finance,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02169,zu,Latin,South Africa,Standard Zulu,media,Isolezwe News,11/20/2025,Isizwe sidinga abaholi besilisa abaqinile ukuze basiholele ezikhathini ezinzima.,Governance Civic,politics_governance,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02170,zu,Latin,South Africa,Standard Zulu,community,IsiZulu Language Blog,11/2/2025,Umuntu wethu okhethwe kwezepolitiki usekela izinqubomgomo ezihloma abesifazane emsebenzini.,Governance Civic,politics_governance,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02171,zu,Latin,South Africa,Standard Zulu,community,Isolezwe News,1/24/2026,Izimpikiswano ngokuphepha kwezwe ziphathwa kangcono ngamadoda ezombusazwe anolwazi.,Governance Civic,politics_governance,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02172,zu,Latin,South Africa,Standard Zulu,community,Zululand Observer,11/2/2025,Ikomidi lezenhlalakahle libhekana nezindaba ezithinta kakhulu omama nezingane.,Governance Civic,politics_governance,stereotypes,gender,mixed,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02173,zu,Latin,South Africa,Standard Zulu,community,Community WhatsApp Group (Anonymized),12/8/2025,"Le ndoda eyi-actor ilethe inkulumo enamandla, ithakazelisa izilaleli.",Culture And Religion,entertainment_arts,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02174,zu,Latin,South Africa,Standard Zulu,web_public,Zululand Observer,1/22/2026,Owesifazane eyi-actress wagqoka ingubo enhle kakhulu emcimbini wemiklomelo.,Culture And Religion,entertainment_arts,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02175,zu,Latin,South Africa,Standard Zulu,community,Facebook Discussion Group,12/12/2025,Indoda engumdansi enekhono yenza indima ehamba phambili ngenhle ngendlela ekhethekile ku-ballet.,Culture And Religion,entertainment_arts,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02176,zu,Latin,South Africa,Standard Zulu,community,Ilanga Newspaper,12/11/2025,Owesifazane owaziwayo oyisoprano wenza izilaleli zashaya ihlombe ngesikhathi ecula i-aria yakhe.,Culture And Religion,entertainment_arts,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02177,zu,Latin,South Africa,Standard Zulu,community,eNCA IsiZulu,1/1/2026,Le ndoda engumqaphi wezindaba yethule izindaba zakusihlwa ngobuciko.,Media And Online,media_broadcasting,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02178,zu,Latin,South Africa,Standard Zulu,social_media,Ilanga Newspaper,11/30/2025,Inhloko yabahleli owesifazane wagada ukushicilelwa kwendaba ephikisayo.,Media And Online,media_broadcasting,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02179,zu,Latin,South Africa,Standard Zulu,media,Twitter (X) Thread,11/11/2025,Indoda engumhlaziyi odumile wanikeza imicabango yakhe ngempikiswano yezepolitiki.,Media And Online,media_broadcasting,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02180,zu,Latin,South Africa,Standard Zulu,media,Ukhozi FM (Facebook Comments),12/31/2025,Owesifazane oyintatheli wethule izindaba ezintsha bukhoma esuka endaweni yesigameko.,Media And Online,media_broadcasting,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02181,zu,Latin,South Africa,Standard Zulu,web_public,Ilanga Newspaper,11/8/2025,Le ndoda engumdayisi ikhombise izici zomkhiqizo ngenkuthalo enkulu.,Livelihoods And Work,commerce_retail,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02182,zu,Latin,South Africa,Standard Zulu,web_public,The Witness (Zulu Section),11/9/2025,Owesifazane oyisomabhizinisi ophumelelayo wethule umugqa wakhe omusha wemikhiqizo eqhubekayo.,Livelihoods And Work,commerce_retail,stereotypes,gender,female,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-02183,zu,Latin,South Africa,Standard Zulu,web_public,Zululand Observer,12/4/2025,Yonke indoda yebhizinisi iyazi ukubaluleka kokuxhumana.,Livelihoods And Work,commerce_retail,stereotypes,gender,male,stereotype,daily_life,explicit,neutral,mobile,safe,FALSE,Wellington_Gombarume,passed,
