id,language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,target_gender,bias_label,stereotype_category,explicitness,sentiment_toward_referent,device,safety_flag,pii_removed,annotator_id,qa_status,notes,has_bias,bias_category,expected_correction,annotator_confidence,annotator_notes
sw-64866,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"“Hospitali hiyo itakayojengwa katika eneo la kati ya barabara ya kwenda Hombolo na Chamwino kwenye barabara ya kwenda Dar es Salaam itakuwa inawahudumia wakazi wa mkoa wa Dodoma pamoja na wananchi wengine watakaokuwa mkoani humo,” Waziri Mkuu",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64867,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Pamoja na umuhimu wake kwa afya lakini bado wengi hawana utamaduni wa kunywa kiwango cha kutosha cha maji kila siku.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64868,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Gavana wa Kiambu William Kabogo ambaye anawania kama mgombea wa kibinafsi alizindua hospitali ya kisasa ya Thika Level 5.,health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64869,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Waziri Mkuu, Kassim Majaliwa na mkewe Mary (kulia) wakimjulia hali Mkuu wa Majeshi Mstaafu, Jenerali David Msuguri wakati walipokwenda kwenye hospitali ya Jeshi ya Lugalo jijini Dar es salaam kuona wagonjwa baada ya kushiriki sala ya Iddi El Haji kwenye uwanja wa Mwembe Yanga, Temeke jijini Dar es salaam Septemba 12, 2016.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64870,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mkuu wa wilaya Josephine Matiro akiwa katika kituo cha afya Kambarage, nyuma yake ni katibu tawala wa wilaya ya Shinyanga Boniface Chambi na kaimu mkurugenzi wa manispaa ya Shinyanga Sande Deogratius",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64871,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Hii pia ni kwa upande wa madaktari, wakunga na wauguzi wanaowahudumia hao akima mama wajawazito.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.8,
sw-64872,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Rashid Mandawa mchezaji wa zamani wa Kagera Sugar akijiandaa kuingia wakati wa kipindi cha pili cha mchezo huo kwenye Uwanja wa Kaitaba mjini Bukoba kwenye mchezo wao wa Ligi Kuu Vodacom.,health_wellbeing,health,,gender,unknown,stereotype,profession,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64873,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Kwa upande wake Mkuu wa kitengo cha kupambana na kudhibiti na dawa za kulevya Godfrey Nzoa alisema kati ya timu waliokwenda Afrika kusini ni pamoja na yeye mwenyewe ambaye alifanikiwa kukaa kwa karibu na wafungwa hao akiwemo Masogange na kubaini kuna siri nzito mgongoni mwa Mwasogange hivyo inahitaji uchunguzi ili mkono wa sheria uweze kuwagusa wote wanaohusika na kutumia wasanii katika janga hilo.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64874,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Kamanda wa polisi mkoani humo, Liberatus Sabas yupo katika moja ya hospitali hizo.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64875,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Kwa vile upo UK, jaribu kumuona daktari wako ili akufatutie mshauri wa kisakologia akupe undani zaidi wa hali yako na nina hakika utasaidiwa.",health_wellbeing,health,,gender,unknown,stereotype,profession,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64876,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mkurugenzi wa Uendeshaji wa Mfuko wa Bima ya Afya (NHIF), Eugen Mikongoti",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64877,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Faulkner ambaye amebatizwa jina la ""American Ninja"" na magazeti ya Marekani anasumbuliwa na matatizo ya figo na shinikizo la damu, alikuwa amebeba dawa zake wakati wa safari yake hiyo ya kumsaka Osama.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64878,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"MWENYEKITI wa Shirikisho la Wasanii na Wanamichezo - SHIWATA, Kassim Taalib amefariki jana kutokana na ugonjwa wa moyo uliokuwa unamsumbua kwa muda mrefu.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64879,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Ford akiwa amelazwa hosipitalini kwa ugonjwa wa cancer, mke wake (V.",health_wellbeing,health,,gender,unknown,stereotype,family_role,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64880,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Alphonce amesema hayo leo Jumatatu, Machi 12, katika Mahakama ya Hakimu Mkazi Kisutu mbele ya Hakimu Mkazi Mkuu, Thomas Simba akiongozwa na Wakili wa Serikali, Constantine Kakula, wakati akitoa ushahidi wake katika kesi ya matumizi ya dawa za kulevya inayomkabili Wema na wenzake wawili na kusema alishiriki katika upekuzi nyumbani kwa Wema na kukuta kipande hicho cha sigara jikoni na chumbani kwa Wema anakohifadhi viatu na nguo.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64881,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Aidha Katika ajali hiyo abiria Watatu wanawake wawili na Na mwanaume mmoja walijeruhiwa na wamelazw katika hospital ya Hospitali ya Wilaya Rungwe huku chanzo cha .,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64882,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Amesema, sababu nyingine ya vifo hivyo ni, matumizi madogo ya huduma za uzazi wa mpango kwa kina mama ambapo takwimu zinaonyesha kuwa, kati ya wanawake 100, 32 pekee ndio huipata huduma hiyo, na kwamba mkakati wake ni kusogeza karibu huduma hiyo kwa wananchi hasa walio vijijini, ambapo wizara yake katika bajeti ya 2017/18 imetenga fedha zake kwa ajili kuondoa changamoto zinazokwamisha huduma hiyo kufikia wanawake wengi.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64883,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Rais Mstaafu wa awamu ya Tatu Benjamin Mkapa akimkabidhi Hati za Umiliki wa nyumba 50 za Watumishi wa Afya kwa Waziri wa Afya, Maendeleo ya Jamii, Jinsia Wazee na Watoto Ummy Mwalimu katika uwanja wa michezo wa Mazaina Chato mkoani Geita",health_wellbeing,health,,gender,unknown,stereotype,profession,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64884,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Baadaye anasema mpenzi wake akamlazimisha kula dawa ya Viagra.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64885,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"SERIKALI ya Uganda kupitia Wizara ya Afya, imetangaza kufanya kampeni ya kuwapatia chanjo wananchi wake kama sehemu ya kuwakinga dhidi ya maambukizi ya ugonjwa wa Ebola.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64886,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Kutumia dawa ya kuzuia mimba kutokana na uzito anaoupata mwanamke,health_wellbeing,health,,gender,unknown,stereotype,capability,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64887,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Akizungumzia uwezo wa madaktari wanaopata mafunzo kutoka kwa wataalamu wa India, Rais Kikwete alisema umedhihirika pale walipofanikisha operesheni 155 za moyo nchini.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64888,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Msanii na miss Tanzania mstaafu Wema Aizak Sepetu amefariki dunia akiwa njiani akiwaishwa hospitali baada ya kuanguka akiwa ofisini kwake.,health_wellbeing,health,,gender,unknown,stereotype,appearance,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64889,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mkurugenzi wa E4A,Craig John Fela, alieleza katika warsha hiyo kuwa, takwimu za vifo vya mama wajawazito na watoto wachanga nchini Tanzania ni miongoni mwa sababu zilizoisukuma Serikali ya Uingereza kupitia mradi wake wa maendeleo DFID kwa kushirikiana na UTPC kupambana na vifo vitokanavyo na uzazi.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64890,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Kwa mujibu wa mjukuu wa Madiba, Ndaba Mandela alisema babu yake alikuwa akiendelea vyema na alikuwa akitarajiwa kuwa atatoka hospitalini hivi karibuni.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64891,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mheshimiwa Mwenyekiti, pia CT Scanner hatuna kwenye hospitali ya Mkoa, CT Scanner haipo sasa ni jambo la ajabu sana.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64892,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Maiti wawili, mmoja mwanamume na mwingine mwanamke, bado hawajatambuliwa na wamehifadhiwa katika chumba za maiti cha Hospitali ya Rufaa ya Mkoa wa Morogoro.",health_wellbeing,health,,gender,unknown,stereotype,capability,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64893,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Rais alisema mtu yoyote anayehamisha hamisha bila kulipa pesa ni jeuri na dawa ya mtu wa namna hiyo ni kumtoa na kwamba hakuna sababu ya kuwahamisha wafanyakazi ama watumishi bila kuwalipa stahiki zao.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64894,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"- Itakumbukwa kuwa gavana Nderitu Gachagua aliaga dunia Februari ,2017 akipokea matibabu katika hospitali moja kule Uingereza",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64895,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Alisisitiza kuwa vita hii ilianza, inaendelea na itaendelea kupiganwa hadi imalizike hivyo Watanzania hawana budi kuunga mkono jitihada zozote zinazofanywa na Serikali kuhakikisha wanatokomeza uzalishaji, usambazaji, uuzaji na matumizi yake kwa namna yoyote ile, kila mmoja anatakiwa kushiriki kikamilifu ili kubaini matumizi ya dawa za kulevya ndani ya nchi hii.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64896,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mwenyekiti wa Bodi ya Mfuko wa Taifa wa Bima ya Afya (NHIF), Mama Anne Makinda, Kaimu Mkurugenzi Mkuu wa Mfuko wa Taifa wa Bima ya Afya (NHIF), Bernard Konga kwa pamoja wakimsikiliza kwa makini Mgeni rasmi alipokuwa akitoa hotuba yake, katika hafla fupi ya uzinduzi wa Bodi Mpya ya Mfuko wa Taifa wa Bima ya Afya (NHIF), uliofanyika leo Juni 11, 2016 kwenye Makao Makuu ya Mfuko huo, Kurasini Jijini Dar es salaam.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64897,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Makamu wa Rais pia amehimiza wadau wa sekta binafsi waendelee kushirikiana na Serikali katika utoaji wa huduma za Afya kwa wananchi nchini ili kufikia malengo ya kupunguza vifo vya wanawake wajawazito na watoto.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64898,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Museru ambaye ni Kaimu Mkurugenzi wa hospitali hiyo.,health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64899,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Akiweka jiwe la msingi katika kituo Brigedia Jenerali Maganga amewasifu wananchi kwa kushirikiana na Serikali katika kutekeleza ukarabati na ujenzi wa miundombinu ya kituo hicho ambapo pia amewakuwakumbusha na kuwahimiza wananchi kujiunga na Bima ya Afya ili waweze kufaidi uwepo wa kituo hicho karibu yao.,health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64900,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Tizeba ametoa wito huo wakati akiwahutubia wakulima wa halmashauri ya ushetu iliyopo wilayani Kahama mkoani Shinyanga katika uzinduzi wa bima ya Afya kwa wakulima iliyoziduliwa na waziri Mkuu Kasim Majaliwa.,health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64901,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"KATIBU MKUU WA WIZARA YA AFYA NA MAENDELEO YA JAMII,BI.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64902,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Wawili hao walipata mtoto pamoja na kusafiri hadi Uingireza lakini hali ya afya ya mwanamke huyo ilipoanza kuzorota, alirudishwa kwao.",health_wellbeing,health,,gender,unknown,stereotype,capability,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64903,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"KAHIGI: Mheshimiwa Mwenyekiti, awali ya yote, napenda kumshukuru Mwenyezi Mungu ambaye ameniamsha siku ya leo nikiwa mzima wa afya na kuweza kuchangia hotuba ya Wizara ya Ulinzi.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64904,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mwenyekiti wa Bodi ya Jukwaa la Utu wa Mtoto (CDF), Foturnata Temu alisema katika kudumisha harakati za kupambana dhidi ya vitendo vya ukatili wa kijinsia na mimba za utotoni vinavyoendelea kuwakumba wasichana nchini Tanzania, CDF, Chama cha Uzazi na Malezi (Umati) na Kituo cha Wadada Centre wameamua kuzindua mradi huo kwa pamoja ili kulinda haki za wasichana hapa nchini.",health_wellbeing,health,,gender,unknown,stereotype,daily_life,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64905,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Aidha mwandishi wa BBC nchini Uganda amesema kuwa waziri wa afya nchini humo, ametoa agizo kwa wageni wanaotoka katika nchi zilizoathirika na virusi vya corona watengwe kwa muda wa siku 14.",health_wellbeing,health,,gender,unknown,stereotype,profession,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64906,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Ayubu alipoteza mali yake yote, watu wa familia yake walikufa, na alikuwa mugonjwa sana, lakini aliendelea kuwa muaminifu.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64907,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Home / Unlabelled / KATIBU MKUU WIZARA YA AFYA BI.,health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64908,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Kocha huyo alisema haitakuwa na maana kwake kuzungumza na madaktari wa klabu au wachezaji kwa vile hawawezi kupata picha kamili.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64909,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Aidha,taarifa hiyo ilibainisha kuwa mgonjwa huyo alikuwa ni mtoto wa kiume mwenye umri wa miaka (6_) kutoka katika kijiji cha Nyakatundu wilayani Karagwe.",health_wellbeing,health,,gender,unknown,stereotype,daily_life,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64910,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mkurugenzi Ajira kutoka Wizara ya Kazi,Uwezeshaji,Wazee,Vijana,Wanawake na Watoto Ameir Ali Ameir akitoa mafunzo kwa watafutaji kazi kuhusu mfumo wa Taarifa za soko la ajira kwa Wilaya ya Mjini yaliofanyika katika Ukumbi wa Hospitali ya Wagonjwa wa akili Zanzibar.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64911,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"“Pia wakina mama wajawazito wanapewa 100,000, watoto wakifaulu wanapewa 100,000, tunatoa bima ya afya kwa wazee, tunatoa chakula shuleni yote haya ni kuhakikisha kuwa utunzaji wa misitu unakuwa endelevu kwa kile kiinachopatikana kuwarejea watunzaji,” alisema.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.8,
sw-64912,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Kwa kawaida madaktari wanasema upasuaji wa moyo hufanyika baada ya moyo na mapafu kusimama, lakini upasuaji huo ulifanyika wakati moyo na mapafu vikifanya kazi.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64913,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Huyo ndio mke mwema, anayetaka uishi bila matatizo ya kiafya kama ya mapafu!",health_wellbeing,health,,gender,unknown,stereotype,religion_culture,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64914,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Jina la mtoto wake Gerardo lilitokana na jina la daktari aliyemuhudumia.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64915,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,O wa Record Label ya Cheusi Dawa Fid Q atangaza ujio wa Albamu yake ya Tatu itakayotoka mwaka huu(2017).,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64916,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Mratibu wa mradi wa RMNCAH- UNFPA Idara ya Afya Ofisi ya Rais Tawala za Mikoa na Serikali za Mitaa (OR-TAMISEMI) Bi.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64917,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Sheria ya Ajira na Mahusiano ya kazi ya mwaka 2004, inampa mama mjamzito ambaye ni muajiriwa likizo ya miezi mitatu kabla ya kujifungua, na atatakiwa kurudi kazini wiki sita baada ya kujifungua, pia sheria hiyo inatoa likizo ya siku tatu kwa baba wa mtoto baada ya mama kujifungua.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.8,
sw-64918,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mama alirudi majira ya saa kumi na mbili jioni na kujulishwa juu ajali iliyonipata, akaja haraka hospitalini.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.8,
